"","business_id","name","address","City","State","postal_code","latitude","longitude","stars","review_count","is_open","categories","compliment_count","Business.Status","Special Category"
"77","KDTH7t0imbCGuZi78Q2vyg","Blue Oyster Seafood & Chops","1600 US Hwy 19","Holiday","FL","34691",28.1822498869,-82.7395602218,3,46,0,"Restaurants, Seafood",0,"Close","Seafood"
"78","wbwDE3g8j4w-TGy_E6dMSw","Cazador Grill","10918 N 56th St","Temple Terrace","FL","33617",28.0481089,-82.3942414,4.5,259,1,"Restaurants, Steakhouses, Peruvian, Seafood",0,"Open","Seafood"
"79","DiysGe4irEY2Yu0iIhdkmw","Blinkers Beachside","476 Mandalay Ave","Clearwater","FL","33767",27.9813638,-82.8272013,4,294,1,"Lounges, Nightlife, Bars, Seafood, Steakhouses, Restaurants",0,"Open","Seafood"
"80","hkNlx4gU-BPijHBKsLkq5A","82 Degrees","7201 Sunset Way","St. Pete Beach","FL","33706",27.7393052,-82.7525744,4.5,75,1,"Seafood, Event Planning & Services, Mexican, American (New), Nightlife, Restaurants, Venues & Event Spaces, Tacos, Bars",0,"Open","Seafood"
"81","aAjOFpX5SBSoDkAsBSZeZw","Michi Ramen","18025 Highwoods Preserve Pkwy","Tampa","FL","33647",28.1318392916,-82.3651539326,4.5,148,1,"Noodles, Seafood, Ramen, Restaurants, Japanese, Asian Fusion, Tapas/Small Plates",0,"Open","Seafood"
"82","7sNKCi0aCm8_q5I1gb67ig","Backfin Blue Cafe","2913 Beach Blvd S","Gulfport","FL","33707",27.7406815,-82.7081359,4,95,1,"Restaurants, Ice Cream & Frozen Yogurt, Food, Seafood, American (Traditional), Gelato",0,"Open","Seafood"
"83","t61mOGkysO7KALLCME_O6w","Nubia Philly Steak & Pizza","12647 N 56th St","Tampa","FL","33617",28.061236,-82.39279,3.5,16,0,"Kosher, Halal, Pizza, Middle Eastern, Restaurants, American (Traditional), Sandwiches, Seafood",0,"Close","Seafood"
"84","rgwiq-qZeqz7JcbI6TuImA","Flanagans Irish Pub","465 Main St","Dunedin","FL","34698",28.0119513,-82.7864752,3.5,119,1,"Bars, Irish Pub, Irish, Nightlife, American (New), Restaurants, Seafood",0,"Open","Seafood"
"85","yy3XR0wu1K4BTAdQjRoc0w","Catches Waterfront Grille","7811 Bayview St","Port Richey","FL","34668",28.2702877142,-82.7259369073,3.5,322,1,"Restaurants, Seafood",0,"Open","Seafood"
"86","QEJBdigsRFDYljay50Kpjw","Whiskey River","5245 Limestone Dr","Port Richey","FL","34668",28.270134,-82.727182,3.5,85,0,"Beer, Wine & Spirits, Food, Nightlife, Bars, Restaurants, American (Traditional), Seafood, Sports Bars",0,"Close","Seafood"
"87","xODBZmX4EmlVvbqtKN7YKg","Surf Shack","12217 W Linebaugh Ave","Tampa","FL","33626",28.0568417,-82.6260275693,3.5,327,1,"Seafood, Bars, American (New), Nightlife, Restaurants",0,"Open","Seafood"
"88","9vmnXOpK8y9xFSSSlgnZsA","Gold Ring Cafe","2510 N Tampa St","Tampa","FL","33602",27.9665649,-82.4611651,4,15,1,"Event Planning & Services, Seafood, Restaurants, Latin American, Spanish, Cuban, Caterers",0,"Open","Seafood"
"89","TjBvLFDUj2Hz6bkELIJbng","Bar Fly Safety Harbor","100 Main St, Ste 101","Safety Harbor","FL","34695",27.9906021349,-82.6883433248,4,540,1,"Restaurants, Barbeque, Seafood, Bars, Nightlife, Pubs, Caribbean",0,"Open","Seafood"
"90","IwX-BnGpGPwVRLo8Ugrpgg","Popeyes Louisiana Kitchen","28014 Wesley Chapel Blvd","Wesley Chapel","FL","33543",28.2360445,-82.352712,1.5,75,1,"Fast Food, Chicken Wings, American (Traditional), Seafood, Restaurants",0,"Open","Seafood"
"91","QR4LGIUwFmQvozSOT16qvQ","Manatees on the Bay","3128 Beach Blvd S","Gulfport","FL","33707",27.7380177797,-82.7075786144,3,68,0,"Fast Food, Restaurants, Seafood, Bars, Nightlife, Beer Bar",0,"Close","Seafood"
"92","EKqTHG-TXTrP-EWpUftL0w","CK's Eats & Drinks","325 S Gulfview Blvd","Clearwater Beach","FL","33767",27.973233912,-82.8292666368,3,139,1,"Restaurants, Seafood, American (Traditional), Pizza, Chicken Wings, American (New)",0,"Open","Seafood"
"93","ozvuAWFQf528aHHOnrM0yw","Chart House","7616 W Courtney Campbell Causeway","Tampa","FL","33607",27.9660251,-82.5666463,3,153,0,"American (Traditional), Seafood, Steakhouses, Restaurants",0,"Close","Seafood"
"94","WPPHb1QxdQzx-rWaX-XCLA","Barnacles Restaurant","926 Providence Rd","Brandon","FL","33511",27.925316,-82.31781,2.5,30,0,"Seafood, American (Traditional), Burgers, Restaurants",0,"Close","Seafood"
"95","z4pCmH_yphNtse3ySNCzFw","Palm Pavilion Beachside Grill & Bar","10 Bay Esplanade","Clearwater Beach","FL","33767",27.9851915,-82.8277504,3.5,805,1,"Restaurants, Seafood, American (New), Food, Beer, Wine & Spirits",0,"Open","Seafood"
"96","gywv3Kmx5mYMX9NDU2aWnQ","Doc's Louisiana Boil","3210 Central Ave","Saint Petersburg","FL","33712",27.7705784,-82.6774756,4,13,0,"Cajun/Creole, Seafood, Restaurants, Chicken Wings",0,"Close","Seafood"
"97","gydSKYChNcgZmOg6NiU64Q","Souzou Asian Kitchen","435 5th Ave N","Saint Petersburg","FL","33701",27.7777654,-82.6392707,3.5,179,0,"Bars, Sushi Bars, Restaurants, Seafood, Asian Fusion, Nightlife, Japanese",0,"Close","Seafood"
"98","4xNBm3oGqSryXvvl2X3TuQ","Shephard's Ocean Flame","619 S Gulfview Blvd","Clearwater Beach","FL","33767",27.967142,-82.826874,3,254,1,"Restaurants, Event Planning & Services, Hotels, Seafood, Buffets, American (New), Resorts, Hotels & Travel, Sushi Bars, Breakfast & Brunch",0,"Open","Seafood"
"99","FKgkGKRJYppEGCYuK_DOGg","Salt Rock Tavern","3689 Tampa Rd","Oldsmar","FL","34677",28.0451831,-82.6808239,4,307,1,"Seafood, Nightlife, Restaurants, Comfort Food, Bars, American (New), Sports Bars",0,"Open","Seafood"
"100","yRm3Xt90drxSKXegohsPGQ","The Fish House","1902 W Shell Pt Rd","Ruskin","FL","33570",27.720495,-82.45762,4,160,1,"Restaurants, Seafood",0,"Open","Seafood"
"101","siUk0bqIjI80KBFptR1Mcw","Heights Seafood","6421 N Florida Ave","Tampa","FL","33604",28.0055767876,-82.4593311111,4.5,95,1,"Food, Seafood, Poke, Restaurants, Seafood Markets, Specialty Food",0,"Open","Seafood"
"102","MDKoB6mhClbXsIzVdvKDpg","Aegean","10 Dodecanese Blvd","Tarpon Springs","FL","34689",28.1559991,-82.7572,3.5,36,0,"American (Traditional), Greek, Restaurants, Seafood",0,"Close","Seafood"
"103","h7zTzXGy7CGNTUaNtr_RTg","Miller's Ale House","Dr Martin Luther King Jr St N","St Petersburg","FL","33702",27.844783115,-82.6463336123,3.5,178,1,"Restaurants, Bars, Nightlife, Seafood, American (Traditional), American (New), Sports Bars",0,"Open","Seafood"
"104","qWFSPglEUx8yjmNGRpk-bw","Tropix Beach Bar","655 S Gulfview Blvd","Clearwater Beach","FL","33767",27.9664356,-82.8257535,3.5,47,0,"Restaurants, Local Flavor, Hot Dogs, Sandwiches, American (New), Nightlife, Tiki Bars, Seafood, Bars",0,"Close","Seafood"
"105","_0QZGrg91aaiMhh7tQyYYg","Jacksons Bistro Bar & Sushi","601 S Harbour Island Blvd, Ste 100","Tampa","FL","33602",27.9387237,-82.4548811,3.5,1115,1,"Seafood, Japanese, Nightlife, Dance Clubs, Bars, American (New), Restaurants, Sushi Bars",0,"Open","Seafood"
"106","HgPTy_OGoaxllb2EXkC1sQ","Happy Fish","4046 N Armenia Ave","Tampa","FL","33607",27.9753864,-82.4862712,4.5,541,1,"Restaurants, Latin American, Peruvian, Seafood",0,"Open","Seafood"
"107","hXvf5a798WvQtFn0Zbh2yw","Caddy's Treasure Island","9000 W Gulf Blvd","Treasure Island","FL","33706",27.7536618,-82.764087,3.5,908,1,"Nightlife, Bars, Restaurants, Breakfast & Brunch, Hot Dogs, Burgers, Seafood, American (Traditional)",0,"Open","Seafood"
